house_number,addition,street
4,,Leonardo-da-Vinci-Straße
5,,Leonardo-da-Vinci-Straße
6,,Leonardo-da-Vinci-Straße
6,a,Leonardo-da-Vinci-Straße
7,,Leonardo-da-Vinci-Straße
8,,Leonardo-da-Vinci-Straße
9,,Leonardo-da-Vinci-Straße
10,,Leonardo-da-Vinci-Straße
11,,Leonardo-da-Vinci-Straße
11,a,Leonardo-da-Vinci-Straße
12,,Leonardo-da-Vinci-Straße
14,,Leonardo-da-Vinci-Straße
15,,Leonardo-da-Vinci-Straße
21,,Forststraße
16,,Leonardo-da-Vinci-Straße
17,,Leonardo-da-Vinci-Straße
18,,Leonardo-da-Vinci-Straße
18,a,Leonardo-da-Vinci-Straße
20,,Leonardo-da-Vinci-Straße
22,,Leonardo-da-Vinci-Straße
1,,Fritz-Rumpf-Straße
1,a,Fritz-Rumpf-Straße
3,,Fritz-Rumpf-Straße
3,a,Fritz-Rumpf-Straße
4,,Fritz-Rumpf-Straße
5,,Fritz-Rumpf-Straße
6,,Fritz-Rumpf-Straße
7,,Fritz-Rumpf-Straße
7,a,Fritz-Rumpf-Straße
8,,Fritz-Rumpf-Straße
9,,Fritz-Rumpf-Straße
9,a,Fritz-Rumpf-Straße
10,,Fritz-Rumpf-Straße
11,,Fritz-Rumpf-Straße
12,,Fritz-Rumpf-Straße
1,,Am Neuen Palais
2,,Am Neuen Palais
2,a,Am Neuen Palais
3,,Am Neuen Palais
4,,Am Neuen Palais
5,,Am Neuen Palais
6,,Am Neuen Palais
7,,Am Neuen Palais
10,,Am Neuen Palais
1,,Am Wildpark
1,a,Am Wildpark
2,,Am Wildpark
2,a,Am Wildpark
3,,Am Wildpark
4,,Am Wildpark
5,,Am Wildpark
6,,Am Wildpark
1,a,Feldweg
1,b,Feldweg
1,c,Feldweg
1,d,Feldweg
1,e,Feldweg
1,,Forststraße
1,a,Forststraße
2,,Forststraße
3,,Forststraße
4,,Forststraße
5,,Forststraße
6,,Forststraße
7,,Forststraße
8,,Forststraße
9,,Forststraße
10,,Forststraße
11,,Forststraße
12,,Forststraße
13,,Forststraße
14,,Forststraße
15,,Forststraße
16,,Forststraße
17,,Forststraße
18,,Forststraße
19,,Forststraße
20,,Forststraße
26,,Forststraße
27,,Forststraße
28,,Forststraße
29,,Forststraße
30,,Forststraße
31,,Forststraße
32,,Forststraße
33,,Forststraße
34,,Forststraße
35,,Forststraße
36,,Forststraße
37,,Forststraße
38,,Forststraße
39,,Forststraße
40,,Forststraße
41,,Forststraße
42,,Forststraße
43,,Forststraße
44,,Forststraße
45,,Forststraße
46,,Forststraße
48,,Forststraße
8,,Am Fenn
49,,Forststraße
50,,Forststraße
51,,Forststraße
51,a,Forststraße
51,b,Forststraße
52,,Forststraße
52,a,Forststraße
52,b,Forststraße
53,,Forststraße
53,a,Forststraße
53,b,Forststraße
71,,Forststraße
72,,Forststraße
73,,Forststraße
74,,Forststraße
75,,Forststraße
76,,Forststraße
77,,Forststraße
78,,Forststraße
80,,Forststraße
87,,Forststraße
88,,Forststraße
9,,Am Fenn
89,,Forststraße
90,,Forststraße
91,,Forststraße
92,,Forststraße
93,,Forststraße
94,,Forststraße
95,,Forststraße
96,,Forststraße
97,,Forststraße
98,,Forststraße
99,,Forststraße
100,,Forststraße
100,a,Forststraße
101,,Forststraße
102,,Forststraße
103,,Forststraße
103,a,Forststraße
104,,Forststraße
104,a,Forststraße
104,e,Forststraße
104,f,Forststraße
104,g,Forststraße
105,,Forststraße
106,,Forststraße
106,a,Forststraße
107,,Forststraße
107,a,Forststraße
108,,Forststraße
109,,Forststraße
109,a,Forststraße
110,,Forststraße
110,a,Forststraße
111,a,Forststraße
111,b,Forststraße
112,,Forststraße
113,,Forststraße
113,a,Forststraße
113,b,Forststraße
114,,Forststraße
114,a,Forststraße
114,b,Forststraße
115,,Forststraße
115,a,Forststraße
116,,Forststraße
117,,Forststraße
117,a,Forststraße
118,,Forststraße
119,,Forststraße
119,c,Forststraße
119,d,Forststraße
120,,Forststraße
121,,Forststraße
121,a,Forststraße
122,,Forststraße
123,,Forststraße
124,,Forststraße
124,a,Forststraße
125,,Forststraße
125,a,Forststraße
125,b,Forststraße
125,c,Forststraße
126,,Forststraße
126,a,Forststraße
126,c,Forststraße
126,d,Forststraße
126,e,Forststraße
126,f,Forststraße
128,,Forststraße
129,,Forststraße
130,,Forststraße
131,,Forststraße
132,,Forststraße
136,,Forststraße
136,a,Forststraße
137,,Forststraße
137,a,Forststraße
137,b,Forststraße
137,c,Forststraße
138,,Forststraße
139,,Forststraße
139,a,Forststraße
139,b,Forststraße
139,c,Forststraße
140,,Forststraße
1,,Geschwister-Scholl-Straße
2,,Geschwister-Scholl-Straße
3,,Geschwister-Scholl-Straße
7,,Havelwelle
4,,Geschwister-Scholl-Straße
5,,Geschwister-Scholl-Straße
6,,Geschwister-Scholl-Straße
7,,Geschwister-Scholl-Straße
7,a,Geschwister-Scholl-Straße
8,,Geschwister-Scholl-Straße
9,,Geschwister-Scholl-Straße
8,,Maybachstraße
10,,Geschwister-Scholl-Straße
11,,Geschwister-Scholl-Straße
12,,Geschwister-Scholl-Straße
13,,Geschwister-Scholl-Straße
14,,Geschwister-Scholl-Straße
15,,Geschwister-Scholl-Straße
16,,Geschwister-Scholl-Straße
17,,Geschwister-Scholl-Straße
18,,Geschwister-Scholl-Straße
19,,Geschwister-Scholl-Straße
20,,Geschwister-Scholl-Straße
21,,Geschwister-Scholl-Straße
22,,Geschwister-Scholl-Straße
23,,Geschwister-Scholl-Straße
24,,Geschwister-Scholl-Straße
25,,Geschwister-Scholl-Straße
26,,Geschwister-Scholl-Straße
27,,Geschwister-Scholl-Straße
28,,Geschwister-Scholl-Straße
29,,Geschwister-Scholl-Straße
30,,Geschwister-Scholl-Straße
31,,Geschwister-Scholl-Straße
32,,Geschwister-Scholl-Straße
33,,Geschwister-Scholl-Straße
33,a,Geschwister-Scholl-Straße
33,b,Geschwister-Scholl-Straße
34,,Geschwister-Scholl-Straße
35,,Geschwister-Scholl-Straße
36,,Geschwister-Scholl-Straße
36,a,Geschwister-Scholl-Straße
36,b,Geschwister-Scholl-Straße
36,c,Geschwister-Scholl-Straße
36,d,Geschwister-Scholl-Straße
37,,Geschwister-Scholl-Straße
38,,Geschwister-Scholl-Straße
38,b,Geschwister-Scholl-Straße
39,,Geschwister-Scholl-Straße
40,,Geschwister-Scholl-Straße
41,,Geschwister-Scholl-Straße
41,a,Geschwister-Scholl-Straße
42,,Geschwister-Scholl-Straße
43,,Geschwister-Scholl-Straße
44,,Geschwister-Scholl-Straße
44,a,Geschwister-Scholl-Straße
45,,Geschwister-Scholl-Straße
46,,Geschwister-Scholl-Straße
47,,Geschwister-Scholl-Straße
48,,Geschwister-Scholl-Straße
49,,Geschwister-Scholl-Straße
50,,Geschwister-Scholl-Straße
51,,Geschwister-Scholl-Straße
51,a,Geschwister-Scholl-Straße
51,b,Geschwister-Scholl-Straße
51,c,Geschwister-Scholl-Straße
51,e,Geschwister-Scholl-Straße
51,f,Geschwister-Scholl-Straße
51,g,Geschwister-Scholl-Straße
51,h,Geschwister-Scholl-Straße
52,,Geschwister-Scholl-Straße
52,a,Geschwister-Scholl-Straße
53,,Geschwister-Scholl-Straße
54,,Geschwister-Scholl-Straße
55,,Geschwister-Scholl-Straße
56,,Geschwister-Scholl-Straße
57,,Geschwister-Scholl-Straße
59,,Geschwister-Scholl-Straße
60,,Geschwister-Scholl-Straße
61,,Geschwister-Scholl-Straße
62,,Geschwister-Scholl-Straße
63,a,Geschwister-Scholl-Straße
63,b,Geschwister-Scholl-Straße
63,c,Geschwister-Scholl-Straße
63,d,Geschwister-Scholl-Straße
64,,Geschwister-Scholl-Straße
64,a,Geschwister-Scholl-Straße
64,b,Geschwister-Scholl-Straße
65,,Geschwister-Scholl-Straße
65,a,Geschwister-Scholl-Straße
67,,Geschwister-Scholl-Straße
67,a,Geschwister-Scholl-Straße
68,,Geschwister-Scholl-Straße
69,,Geschwister-Scholl-Straße
70,,Geschwister-Scholl-Straße
71,,Geschwister-Scholl-Straße
72,,Geschwister-Scholl-Straße
72,a,Geschwister-Scholl-Straße
72,b,Geschwister-Scholl-Straße
72,c,Geschwister-Scholl-Straße
72,d,Geschwister-Scholl-Straße
72,e,Geschwister-Scholl-Straße
72,f,Geschwister-Scholl-Straße
73,,Geschwister-Scholl-Straße
74,,Geschwister-Scholl-Straße
75,,Geschwister-Scholl-Straße
76,,Geschwister-Scholl-Straße
77,,Geschwister-Scholl-Straße
77,a,Geschwister-Scholl-Straße
78,,Geschwister-Scholl-Straße
79,,Geschwister-Scholl-Straße
80,,Geschwister-Scholl-Straße
81,,Geschwister-Scholl-Straße
81,a,Geschwister-Scholl-Straße
81,b,Geschwister-Scholl-Straße
81,c,Geschwister-Scholl-Straße
82,,Geschwister-Scholl-Straße
83,,Geschwister-Scholl-Straße
84,,Geschwister-Scholl-Straße
85,,Geschwister-Scholl-Straße
86,,Geschwister-Scholl-Straße
87,,Geschwister-Scholl-Straße
88,,Geschwister-Scholl-Straße
89,,Geschwister-Scholl-Straße
90,,Geschwister-Scholl-Straße
91,,Geschwister-Scholl-Straße
92,,Geschwister-Scholl-Straße
93,,Geschwister-Scholl-Straße
94,,Geschwister-Scholl-Straße
95,,Geschwister-Scholl-Straße
96,,Geschwister-Scholl-Straße
97,,Geschwister-Scholl-Straße
1,a,Maybachstraße
1,b,Maybachstraße
1,c,Maybachstraße
2,a,Maybachstraße
2,b,Maybachstraße
2,c,Maybachstraße
3,a,Maybachstraße
3,b,Maybachstraße
4,,Maybachstraße
5,,Maybachstraße
6,,Maybachstraße
7,,Maybachstraße
9,,Maybachstraße
10,,Maybachstraße
1,,Havelwelle
2,,Havelwelle
3,,Havelwelle
4,,Havelwelle
5,,Havelwelle
6,,Havelwelle
1,,Kastanienallee
2,,Kastanienallee
3,,Kastanienallee
4,,Kastanienallee
5,,Kastanienallee
6,,Kastanienallee
7,,Kastanienallee
8,,Kastanienallee
9,,Kastanienallee
10,,Kastanienallee
11,,Kastanienallee
12,,Kastanienallee
13,,Kastanienallee
14,,Kastanienallee
15,,Kastanienallee
16,,Kastanienallee
17,,Kastanienallee
18,,Kastanienallee
19,,Kastanienallee
20,,Kastanienallee
21,,Kastanienallee
22,,Kastanienallee
10,,Am Fenn
22,a,Kastanienallee
22,b,Kastanienallee
22,c,Kastanienallee
22,d,Kastanienallee
22,f,Kastanienallee
23,,Kastanienallee
24,,Kastanienallee
25,,Kastanienallee
26,,Kastanienallee
27,,Kastanienallee
28,,Kastanienallee
29,,Kastanienallee
30,,Kastanienallee
31,,Kastanienallee
32,,Kastanienallee
33,,Kastanienallee
34,,Kastanienallee
35,,Kastanienallee
36,,Kastanienallee
37,,Kastanienallee
38,,Kastanienallee
39,,Kastanienallee
40,,Kastanienallee
1,,Werderscher Weg
1,a,Werderscher Weg
1,b,Werderscher Weg
2,,Werderscher Weg
2,a,Werderscher Weg
2,b,Werderscher Weg
2,c,Werderscher Weg
3,,Werderscher Weg
4,,Werderscher Weg
5,,Werderscher Weg
6,,Werderscher Weg
1,,Allee nach Sanssouci
2,,Allee nach Sanssouci
3,,Allee nach Sanssouci
4,,Allee nach Sanssouci
5,,Allee nach Sanssouci
6,,Allee nach Sanssouci
7,,Allee nach Sanssouci
8,,Allee nach Sanssouci
1,,Am Grünen Gitter
2,,Am Grünen Gitter
3,,Am Grünen Gitter
4,,Am Grünen Gitter
4,a,Am Grünen Gitter
5,,Am Grünen Gitter
6,,Am Grünen Gitter
7,,Am Grünen Gitter
8,,Am Grünen Gitter
9,,Am Grünen Gitter
10,,Am Grünen Gitter
11,,Am Grünen Gitter
1,,Mertz-von-Quirnheim-Straße
1,a,Mertz-von-Quirnheim-Straße
1,b,Mertz-von-Quirnheim-Straße
1,c,Mertz-von-Quirnheim-Straße
1,d,Mertz-von-Quirnheim-Straße
1,e,Mertz-von-Quirnheim-Straße
1,f,Mertz-von-Quirnheim-Straße
2,,Mertz-von-Quirnheim-Straße
3,,Mertz-von-Quirnheim-Straße
4,,Mertz-von-Quirnheim-Straße
4,a,Mertz-von-Quirnheim-Straße
4,b,Mertz-von-Quirnheim-Straße
4,c,Mertz-von-Quirnheim-Straße
5,,Mertz-von-Quirnheim-Straße
5,a,Mertz-von-Quirnheim-Straße
5,b,Mertz-von-Quirnheim-Straße
5,c,Mertz-von-Quirnheim-Straße
5,d,Mertz-von-Quirnheim-Straße
6,,Mertz-von-Quirnheim-Straße
7,,Mertz-von-Quirnheim-Straße
7,a,Mertz-von-Quirnheim-Straße
8,,Mertz-von-Quirnheim-Straße
1,,Zeppelinstraße
2,,Zeppelinstraße
3,,Zeppelinstraße
4,,Zeppelinstraße
5,,Zeppelinstraße
27,,Lisdorf
6,,Zeppelinstraße
7,,Zeppelinstraße
7,a,Zeppelinstraße
8,,Zeppelinstraße
8,a,Zeppelinstraße
9,,Zeppelinstraße
9,a,Zeppelinstraße
10,,Zeppelinstraße
11,,Zeppelinstraße
12,,Zeppelinstraße
12,a,Zeppelinstraße
12,b,Zeppelinstraße
12,c,Zeppelinstraße
13,,Zeppelinstraße
14,,Zeppelinstraße
15,,Zeppelinstraße
16,,Zeppelinstraße
17,,Zeppelinstraße
18,,Zeppelinstraße
19,,Zeppelinstraße
20,,Zeppelinstraße
21,,Zeppelinstraße
22,,Zeppelinstraße
23,,Zeppelinstraße
23,a,Zeppelinstraße
23,b,Zeppelinstraße
23,c,Zeppelinstraße
23,d,Zeppelinstraße
23,e,Zeppelinstraße
23,f,Zeppelinstraße
23,g,Zeppelinstraße
23,h,Zeppelinstraße
24,,Zeppelinstraße
25,,Zeppelinstraße
26,,Zeppelinstraße
27,,Zeppelinstraße
28,,Zeppelinstraße
29,,Zeppelinstraße
30,,Zeppelinstraße
31,,Zeppelinstraße
32,,Zeppelinstraße
33,,Zeppelinstraße
34,,Zeppelinstraße
35,,Zeppelinstraße
36,,Zeppelinstraße
37,,Zeppelinstraße
38,,Zeppelinstraße
39,,Zeppelinstraße
40,,Zeppelinstraße
41,,Zeppelinstraße
42,,Zeppelinstraße
43,,Zeppelinstraße
44,,Zeppelinstraße
45,,Zeppelinstraße
46,,Zeppelinstraße
47,,Zeppelinstraße
47,a,Zeppelinstraße
48,,Zeppelinstraße
48,a,Zeppelinstraße
48,b,Zeppelinstraße
49,,Zeppelinstraße
50,,Zeppelinstraße
51,,Zeppelinstraße
51,a,Zeppelinstraße
52,,Zeppelinstraße
53,,Zeppelinstraße
55,,Zeppelinstraße
56,,Zeppelinstraße
57,,Zeppelinstraße
57,a,Zeppelinstraße
57,b,Zeppelinstraße
58,,Zeppelinstraße
58,a,Zeppelinstraße
59,,Zeppelinstraße
60,,Zeppelinstraße
61,,Zeppelinstraße
62,,Zeppelinstraße
67,,Zeppelinstraße
68,a,Zeppelinstraße
68,b,Zeppelinstraße
68,c,Zeppelinstraße
68,d,Zeppelinstraße
68,e,Zeppelinstraße
68,f,Zeppelinstraße
68,g,Zeppelinstraße
68,h,Zeppelinstraße
68,i,Zeppelinstraße
68,j,Zeppelinstraße
68,k,Zeppelinstraße
68,l,Zeppelinstraße
68,m,Zeppelinstraße
69,,Zeppelinstraße
70,,Zeppelinstraße
71,,Zeppelinstraße
72,,Zeppelinstraße
73,,Zeppelinstraße
81,,Zeppelinstraße
82,,Zeppelinstraße
83,,Zeppelinstraße
84,,Zeppelinstraße
85,,Zeppelinstraße
86,,Zeppelinstraße
87,,Zeppelinstraße
88,,Zeppelinstraße
89,,Zeppelinstraße
90,,Zeppelinstraße
91,,Zeppelinstraße
92,,Zeppelinstraße
93,,Zeppelinstraße
94,,Zeppelinstraße
95,,Zeppelinstraße
96,,Zeppelinstraße
97,,Zeppelinstraße
98,,Zeppelinstraße
99,,Zeppelinstraße
100,,Zeppelinstraße
101,,Zeppelinstraße
102,,Zeppelinstraße
103,,Zeppelinstraße
104,,Zeppelinstraße
105,,Zeppelinstraße
106,,Zeppelinstraße
107,,Zeppelinstraße
108,,Zeppelinstraße
111,,Zeppelinstraße
111,a,Zeppelinstraße
113,,Zeppelinstraße
114,,Zeppelinstraße
115,,Zeppelinstraße
115,a,Zeppelinstraße
116,,Zeppelinstraße
116,a,Zeppelinstraße
116,b,Zeppelinstraße
116,c,Zeppelinstraße
117,a,Zeppelinstraße
117,b,Zeppelinstraße
118,,Zeppelinstraße
118,a,Zeppelinstraße
119,,Zeppelinstraße
11,,Am Fenn
119,a,Zeppelinstraße
120,,Zeppelinstraße
121,,Zeppelinstraße
121,a,Zeppelinstraße
121,b,Zeppelinstraße
121,c,Zeppelinstraße
121,d,Zeppelinstraße
121,e,Zeppelinstraße
121,f,Zeppelinstraße
122,,Zeppelinstraße
122,a,Zeppelinstraße
122,b,Zeppelinstraße
123,,Zeppelinstraße
123,a,Zeppelinstraße
123,b,Zeppelinstraße
123,c,Zeppelinstraße
123,d,Zeppelinstraße
123,e,Zeppelinstraße
124,,Zeppelinstraße
124,a,Zeppelinstraße
124,b,Zeppelinstraße
126,,Zeppelinstraße
126,a,Zeppelinstraße
126,b,Zeppelinstraße
126,c,Zeppelinstraße
126,d,Zeppelinstraße
126,e,Zeppelinstraße
127,,Zeppelinstraße
128,,Zeppelinstraße
130,,Zeppelinstraße
130,a,Zeppelinstraße
130,b,Zeppelinstraße
131,,Zeppelinstraße
132,,Zeppelinstraße
134,,Zeppelinstraße
135,,Zeppelinstraße
136,,Zeppelinstraße
138,,Zeppelinstraße
139,,Zeppelinstraße
140,,Zeppelinstraße
141,,Zeppelinstraße
142,,Zeppelinstraße
143,,Zeppelinstraße
144,,Zeppelinstraße
145,,Zeppelinstraße
146,,Zeppelinstraße
147,,Zeppelinstraße
148,,Zeppelinstraße
149,,Zeppelinstraße
149,a,Zeppelinstraße
149,b,Zeppelinstraße
150,,Zeppelinstraße
151,,Zeppelinstraße
152,,Zeppelinstraße
153,,Zeppelinstraße
154,,Zeppelinstraße
155,,Zeppelinstraße
156,,Zeppelinstraße
157,,Zeppelinstraße
158,,Zeppelinstraße
159,,Zeppelinstraße
160,,Zeppelinstraße
161,,Zeppelinstraße
162,,Zeppelinstraße
163,,Zeppelinstraße
163,a,Zeppelinstraße
164,,Zeppelinstraße
164,a,Zeppelinstraße
165,,Zeppelinstraße
166,,Zeppelinstraße
167,,Zeppelinstraße
168,,Zeppelinstraße
169,,Zeppelinstraße
170,,Zeppelinstraße
171,,Zeppelinstraße
172,,Zeppelinstraße
173,,Zeppelinstraße
174,,Zeppelinstraße
175,,Zeppelinstraße
176,,Zeppelinstraße
177,,Zeppelinstraße
178,,Zeppelinstraße
189,,Zeppelinstraße
1,,Lennéstraße
2,,Lennéstraße
3,,Lennéstraße
4,,Lennéstraße
5,,Lennéstraße
6,,Lennéstraße
7,,Lennéstraße
7,a,Lennéstraße
8,,Lennéstraße
9,,Lennéstraße
10,,Lennéstraße
11,,Lennéstraße
12,,Lennéstraße
12,a,Lennéstraße
13,,Lennéstraße
13,a,Lennéstraße
14,a,Lennéstraße
14,b,Lennéstraße
14,c,Lennéstraße
15,,Lennéstraße
15,a,Lennéstraße
16,,Lennéstraße
16,a,Lennéstraße
16,b,Lennéstraße
16,c,Lennéstraße
17,,Lennéstraße
18,,Lennéstraße
18,a,Lennéstraße
18,b,Lennéstraße
18,c,Lennéstraße
19,,Lennéstraße
20,,Lennéstraße
20,a,Lennéstraße
21,,Lennéstraße
21,a,Lennéstraße
22,,Lennéstraße
23,,Lennéstraße
24,,Lennéstraße
25,,Lennéstraße
26,,Lennéstraße
28,,Lennéstraße
29,,Lennéstraße
30,,Lennéstraße
32,a,Lennéstraße
34,,Lennéstraße
35,,Lennéstraße
36,,Lennéstraße
36,a,Lennéstraße
37,,Lennéstraße
38,,Lennéstraße
39,,Lennéstraße
40,,Lennéstraße
41,,Lennéstraße
41,a,Lennéstraße
42,,Lennéstraße
43,,Lennéstraße
43,a,Lennéstraße
44,,Lennéstraße
44,a,Lennéstraße
44,b,Lennéstraße
45,,Lennéstraße
46,,Lennéstraße
47,,Lennéstraße
48,,Lennéstraße
49,,Lennéstraße
50,a,Lennéstraße
50,b,Lennéstraße
51,,Lennéstraße
52,,Lennéstraße
53,,Lennéstraße
54,,Lennéstraße
55,,Lennéstraße
56,,Lennéstraße
59,,Lennéstraße
60,,Lennéstraße
61,,Lennéstraße
61,a,Lennéstraße
62,,Lennéstraße
63,,Lennéstraße
63,a,Lennéstraße
64,,Lennéstraße
64,a,Lennéstraße
65,,Lennéstraße
66,,Lennéstraße
67,,Lennéstraße
68,,Lennéstraße
69,,Lennéstraße
70,,Lennéstraße
71,,Lennéstraße
72,,Lennéstraße
73,,Lennéstraße
74,,Lennéstraße
75,,Lennéstraße
76,,Lennéstraße
77,,Lennéstraße
78,,Lennéstraße
79,,Lennéstraße
80,,Lennéstraße
81,,Lennéstraße
81,a,Lennéstraße
82,,Lennéstraße
83,,Lennéstraße
84,,Lennéstraße
85,,Lennéstraße
1,,Luisenplatz
2,,Luisenplatz
2,a,Luisenplatz
2,b,Luisenplatz
3,,Luisenplatz
3,a,Luisenplatz
3,b,Luisenplatz
3,c,Luisenplatz
4,,Luisenplatz
5,,Luisenplatz
6,,Luisenplatz
7,,Luisenplatz
8,,Luisenplatz
9,,Luisenplatz
5,,Schopenhauerstraße
6,,Schopenhauerstraße
7,,Schopenhauerstraße
8,,Schopenhauerstraße
9,,Schopenhauerstraße
10,,Schopenhauerstraße
11,,Schopenhauerstraße
12,,Schopenhauerstraße
13,,Schopenhauerstraße
14,,Schopenhauerstraße
15,,Schopenhauerstraße
16,,Schopenhauerstraße
17,,Schopenhauerstraße
18,,Schopenhauerstraße
19,,Schopenhauerstraße
12,,Am Fenn
19,a,Schopenhauerstraße
23,,Schopenhauerstraße
24,,Schopenhauerstraße
25,,Schopenhauerstraße
2,,Zimmerstraße
25,a,Schopenhauerstraße
26,,Schopenhauerstraße
27,,Schopenhauerstraße
27,a,Schopenhauerstraße
27,b,Schopenhauerstraße
27,c,Schopenhauerstraße
27,d,Schopenhauerstraße
27,e,Schopenhauerstraße
27,f,Schopenhauerstraße
27,g,Schopenhauerstraße
27,h,Schopenhauerstraße
28,,Schopenhauerstraße
29,,Schopenhauerstraße
30,,Schopenhauerstraße
31,,Schopenhauerstraße
32,,Schopenhauerstraße
33,,Schopenhauerstraße
34,,Schopenhauerstraße
35,,Schopenhauerstraße
35,a,Schopenhauerstraße
36,,Schopenhauerstraße
37,,Schopenhauerstraße
39,,Schopenhauerstraße
39,a,Schopenhauerstraße
40,,Schopenhauerstraße
41,,Schopenhauerstraße
42,,Schopenhauerstraße
43,,Schopenhauerstraße
44,,Schopenhauerstraße
1,,Zimmerstraße
3,,Zimmerstraße
4,,Zimmerstraße
5,,Zimmerstraße
6,,Zimmerstraße
7,,Zimmerstraße
7,a,Zimmerstraße
7,b,Zimmerstraße
8,,Zimmerstraße
9,,Zimmerstraße
10,,Zimmerstraße
11,,Zimmerstraße
12,,Zimmerstraße
12,a,Zimmerstraße
12,b,Zimmerstraße
12,c,Zimmerstraße
13,a,Zimmerstraße
13,b,Zimmerstraße
13,c,Zimmerstraße
13,d,Zimmerstraße
14,,Zimmerstraße
14,a,Zimmerstraße
15,,Zimmerstraße
1,,Zur Historischen Mühle
2,,Zur Historischen Mühle
1,,Carl-von-Ossietzky-Straße
2,,Carl-von-Ossietzky-Straße
3,,Carl-von-Ossietzky-Straße
4,,Carl-von-Ossietzky-Straße
4,a,Carl-von-Ossietzky-Straße
4,b,Carl-von-Ossietzky-Straße
4,c,Carl-von-Ossietzky-Straße
4,d,Carl-von-Ossietzky-Straße
5,,Carl-von-Ossietzky-Straße
6,,Carl-von-Ossietzky-Straße
7,,Carl-von-Ossietzky-Straße
8,,Carl-von-Ossietzky-Straße
9,,Carl-von-Ossietzky-Straße
10,,Carl-von-Ossietzky-Straße
11,,Carl-von-Ossietzky-Straße
12,,Carl-von-Ossietzky-Straße
13,,Carl-von-Ossietzky-Straße
14,,Carl-von-Ossietzky-Straße
14,,Am Fenn
15,,Carl-von-Ossietzky-Straße
16,,Carl-von-Ossietzky-Straße
17,,Carl-von-Ossietzky-Straße
18,,Carl-von-Ossietzky-Straße
19,,Carl-von-Ossietzky-Straße
20,,Carl-von-Ossietzky-Straße
21,,Carl-von-Ossietzky-Straße
21,a,Carl-von-Ossietzky-Straße
22,,Carl-von-Ossietzky-Straße
23,,Carl-von-Ossietzky-Straße
24,,Carl-von-Ossietzky-Straße
25,,Carl-von-Ossietzky-Straße
26,,Carl-von-Ossietzky-Straße
27,,Carl-von-Ossietzky-Straße
28,,Carl-von-Ossietzky-Straße
29,,Carl-von-Ossietzky-Straße
30,,Carl-von-Ossietzky-Straße
31,,Carl-von-Ossietzky-Straße
32,,Carl-von-Ossietzky-Straße
33,,Carl-von-Ossietzky-Straße
34,,Carl-von-Ossietzky-Straße
35,,Carl-von-Ossietzky-Straße
37,,Carl-von-Ossietzky-Straße
40,,Carl-von-Ossietzky-Straße
1,,Feuerbachstraße
1,a,Feuerbachstraße
2,,Feuerbachstraße
3,,Feuerbachstraße
3,a,Feuerbachstraße
4,,Feuerbachstraße
4,a,Feuerbachstraße
5,,Feuerbachstraße
6,,Feuerbachstraße
7,,Feuerbachstraße
8,,Feuerbachstraße
9,,Feuerbachstraße
10,,Feuerbachstraße
11,,Feuerbachstraße
12,,Feuerbachstraße
13,,Feuerbachstraße
14,,Feuerbachstraße
15,,Feuerbachstraße
16,,Feuerbachstraße
17,,Feuerbachstraße
18,,Feuerbachstraße
19,,Feuerbachstraße
20,,Feuerbachstraße
21,,Feuerbachstraße
22,,Feuerbachstraße
23,,Feuerbachstraße
24,,Feuerbachstraße
25,,Feuerbachstraße
28,,Feuerbachstraße
29,,Feuerbachstraße
29,a,Feuerbachstraße
29,b,Feuerbachstraße
29,c,Feuerbachstraße
30,,Feuerbachstraße
30,a,Feuerbachstraße
31,,Feuerbachstraße
31,a,Feuerbachstraße
32,,Feuerbachstraße
33,,Feuerbachstraße
34,,Feuerbachstraße
35,,Feuerbachstraße
36,,Feuerbachstraße
37,,Feuerbachstraße
25,,Lisdorf
38,,Feuerbachstraße
39,,Feuerbachstraße
40,,Feuerbachstraße
41,,Feuerbachstraße
42,,Feuerbachstraße
2,,Nansenstraße
3,,Nansenstraße
3,a,Nansenstraße
3,b,Nansenstraße
3,c,Nansenstraße
4,,Nansenstraße
5,,Nansenstraße
5,b,Nansenstraße
6,,Nansenstraße
7,,Nansenstraße
8,,Nansenstraße
9,,Nansenstraße
10,,Nansenstraße
11,,Nansenstraße
12,,Nansenstraße
13,,Nansenstraße
14,,Nansenstraße
15,,Nansenstraße
16,,Nansenstraße
17,,Nansenstraße
18,,Nansenstraße
19,,Nansenstraße
20,,Nansenstraße
21,,Nansenstraße
22,,Nansenstraße
23,,Nansenstraße
24,,Nansenstraße
25,,Nansenstraße
1,,Gutenbergstraße
2,,Gutenbergstraße
3,,Gutenbergstraße
4,,Gutenbergstraße
5,,Gutenbergstraße
6,,Gutenbergstraße
7,,Gutenbergstraße
8,,Gutenbergstraße
9,,Gutenbergstraße
10,,Gutenbergstraße
11,,Gutenbergstraße
12,,Gutenbergstraße
13,,Gutenbergstraße
14,,Gutenbergstraße
15,,Gutenbergstraße
16,,Gutenbergstraße
17,,Gutenbergstraße
18,,Gutenbergstraße
19,,Gutenbergstraße
20,,Gutenbergstraße
